Cargo,Empresa,Local,Link
Coordenador Analytics Engineering,Natura,Anunciada há 7 dias,https://br.indeed.com/rc/clk?jk=2ac09951aa63f6a4&bb=bjCA2Th6sgGxClVZ-HEb-RpvCbFpcrQOzs8uqlmT4snbY7D6C4nNJyDUhn-ZBgaTXEnvpIkpR2V2rX2qgEX1OUaf-oSwgoH5MeNmjkj5po_BG6yjkMUx2Q%3D%3D&xkcb=SoAS67M39wupWcR-mp0CbzkdCdPP&fccid=ae69f730b1f98d1d&vjs=3
Consultores CCNP e Analista CCNA Network,Accenture,,https://br.indeed.com/rc/clk?jk=d426321a2a2794b0&bb=bjCA2Th6sgGxClVZ-HEb-evjcSzgIZEweXiyZ7uma2Y7Hc_kwvqxYROOqKZmXB5ARmy-2HvQm3ccf2lykzmluqtsiCuHCllWJ4ZPd_T-6jOzlyuLnjFNWQ%3D%3D&xkcb=SoCP67M39wupWcR-mp0BbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3
Controlador(a) de EHS,Caterpillar,,https://br.indeed.com/rc/clk?jk=de06f980bcb2203f&bb=bjCA2Th6sgGxClVZ-HEb-ShVXUXv2tKKdKL8dK-IFff8g5wIDVITxJn_ifOFZe7jfo0Vk_u_2ixGS4NkAETqkZ2R33N5M2yu7CBx6OxAQtbr5RB9Nl_ZbQ%3D%3D&xkcb=SoA767M39wupWcR-mp0AbzkdCdPP&fccid=d723225da214c842&vjs=3
Estagiário(a) de Estatística - Maxpar,Grupo Autoglass Estágio,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=c407d74b80ed6eaf&bb=bjCA2Th6sgGxClVZ-HEb-WGkJnoFzzXjozsx2_IHonb_7ObyPcpfIeLCz2SotZJLf-032qr_MXhCHF1Rme8ALGmLzg_1yPfOWkMjHP44-16kMgrsh9hQvm0rEA8BXnNp&xkcb=SoC167M39wupWcR-mp0HbzkdCdPP&fccid=ad832b206d33f569&vjs=3
Business Engineer,Meta,,https://br.indeed.com/rc/clk?jk=209f7cb97883aa26&bb=bjCA2Th6sgGxClVZ-HEb-bXLKJZz7rSMEHhEP2kmv259jbPIVWUtWOwTWrM2DIfzIrYCHVx70vxqiyei67dRlarMVyATitv9B5VJe2Pnu5PWE6ytp9mfdA%3D%3D&xkcb=SoAB67M39wupWcR-mp0GbzkdCdPP&fccid=ba07516c418dda52&vjs=3
"Pessoa Desenvolvedora Front-end (G1, Globo.com, Gshow, Globoplay, GE, Cartola)",Globo,Home Office,https://br.indeed.com/rc/clk?jk=84725f6efcd102f9&bb=bjCA2Th6sgGxClVZ-HEb-d5Q_FrPn36b8NjHRvvzyQqKsyAmfugE-F0JXKwsOAClXbB_HPjWJ6NRN7XF7-GNqtvWQkZk6A3HGk6zyNOMADiQnx6zjHpIbdDqZf3Wv8UQ&xkcb=SoCc67M39wupWcR-mp0FbzkdCdPP&fccid=d9e365fac605529a&vjs=3
Pessoa Desenvolvedora Fullstack | Sênior,Bling,Home Office,https://br.indeed.com/rc/clk?jk=1cf2f08318c3be94&bb=kAjyWnXTKFLdNNsHXuGk6aHHEfSHKCjOnTeOW1SxM6xWgYpxENGcjcUSrWrVH8B8z1Z0Fp-ghKzwdfBm2I4o9HrA-ecyfZBPchHAX0XVMxkHCvSaW43kEY0dSSzddnTv&xkcb=SoD967M39wupBlSgBZ0LbzkdCdPP&fccid=67459749ea0c8a48&vjs=3
Analista de Infraestrutura,Pontotel,Anunciada há 9 dias,https://br.indeed.com/rc/clk?jk=54b6e3c4ebd0ff37&bb=kAjyWnXTKFLdNNsHXuGk6egWuFgVTZwMfzpITeEEizQwshlL5BtNfQk0hcCXyljdnqedaE2U8I-zcjwh4pJbdXoPdrF-lVliRu0lU6tctoDgHISIzFPxsCWhEoAsXyzu&xkcb=SoBJ67M39wupBlSgBZ0KbzkdCdPP&fccid=d713310ada3b2a7f&vjs=3
Analista de Desenvolvimento de Logística Pleno,Cielo,Anunciada há 16 dias,https://br.indeed.com/rc/clk?jk=dd083ac75a3efbbf&bb=kAjyWnXTKFLdNNsHXuGk6S57eqPXSCNuzZFpKjdOLc5qU4cJ28sDH8OYXGPcTC2aXoo6RQRUXdp1agCyafACW0Uojp0TnTS8X_68i3_BMxYdH0LGn-uKwZy2SoPj9CR6&xkcb=SoDU67M39wupBlSgBZ0JbzkdCdPP&fccid=914d1e1f722393dc&vjs=3
Business Analytics Specialist,Neon Pagamentos,Home Office,https://br.indeed.com/rc/clk?jk=7edb9e1474eec9af&bb=kAjyWnXTKFLdNNsHXuGk6bJZ8Sq3YDf8Vh0oiCVGXBXQvtKV4aQMudW1hsE4srKaxmSEfOt89QNVFOmhGcmJfNj3B8WWRaAijUYtywDkHE7KvEBAbPmIdbgcp1WU8D1Z&xkcb=SoBg67M39wupBlSgBZ0IbzkdCdPP&fccid=f362771e1d0a24ae&vjs=3
Especialista SRE,C&A Brasil,Home Office,https://br.indeed.com/rc/clk?jk=edb7c6104d831bde&bb=kAjyWnXTKFLdNNsHXuGk6ZNAIlJHxEvbciLpyDs0d_hCQ6LfEVL2UDJid2mzMnfO4AAHbKG_NYlqmkbb_PrfBANci_zIHvUh3d1va4JkivPF_LAunchJy0294zCHlcfw&xkcb=SoDu67M39wupBlSgBZ0PbzkdCdPP&fccid=a4cd2f6890a2a328&vjs=3
CAS | Analista de Dados PL - Foco em Soluções de Crédito e Negócios - Preferencialmente para mulheres negras,Sicredi,Home Office,https://br.indeed.com/rc/clk?jk=93621eb920c6de49&bb=kAjyWnXTKFLdNNsHXuGk6VTe2hg_gk8PXqv9XkBAXTxEYuSjq0sp6BukOb_eQaN27dANkHQj-MpKI4oEC96nCpz0Bg0yFcMIdTWAbljJFSvlK2Eq5kg4U32NCp2yI6U5&xkcb=SoBa67M39wupBlSgBZ0ObzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Desenvolvedor Back-End Sênior,Instivo Retail Tech,Home Office,https://br.indeed.com/rc/clk?jk=d2ea382aa196de7e&bb=kAjyWnXTKFLdNNsHXuGk6bJZ8Sq3YDf8ln4OC1tIU6SIkd-jP1T0jGMFUxIyzBY1xQkr0GyiTyCiq5kLBFsjGnwrlxkXDQglNP9C1NppHaJWBknAP-eL7AsuP8Qy1qFe&xkcb=SoDH67M39wupBlSgBZ0NbzkdCdPP&fccid=a646934a6a0abbe5&vjs=3
Software Engineer II - Remote (Brazil),Ansys,,https://br.indeed.com/rc/clk?jk=44814918efc86323&bb=kAjyWnXTKFLdNNsHXuGk6Wf5Z0MIPJWJFKLDfG3FS592LdPVATrHolvy1iTT0ZNSOc-OQHpPuGobkl639r4XRPut2fkbcCvHzuwKSViTLvZzdvROFIhBbw%3D%3D&xkcb=SoBz67M39wupBlSgBZ0MbzkdCdPP&fccid=95f8f553c04ed01c&vjs=3
Auditor de TI Junior,SICOOB,,https://br.indeed.com/rc/clk?jk=a2b1b02d067b7775&bb=kAjyWnXTKFLdNNsHXuGk6fYUqSQuetRytyyB6AMEPRS_3G57IPaeDk1VMA9fyd9-BiPsaWx7LignQka0t0J0FmMQn3EQmOrBm7U-8XnUbzapkTDKjgkWJVNHv25DSyl-&xkcb=SoCa67M39wupBlSgBZ0DbzkdCdPP&fccid=b43e51229e61c0a6&vjs=3
Pessoa Engenheira de Dados Especialista,RD Station,Home Office,https://br.indeed.com/rc/clk?jk=51ad37d2c0e595db&bb=kAjyWnXTKFLdNNsHXuGk6SSM7Ub_riasE7N9aIMamWrupVmLOFPAaX9o3gjwjWErBbF296ixrNyqgvmcC9t9pFty_QIIsuILD72wgrTcPV0NQTjHBTQTpgQWOX2Dheyw&xkcb=SoAu67M39wupBlSgBZ0CbzkdCdPP&fccid=943c4ec34e54e91b&vjs=3
Estágio em Desenvolvimento,Positivo Tecnologia,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=a056adcfdd09d8de&bb=kAjyWnXTKFLdNNsHXuGk6evY3PLqm_weCGGNHVXMPt3Lx4gDnUe-2IS1icn7pXoyOQ5XoCbogelAEp2gZuvVaAcm6Xd-X9p0EmJGctzEIdljfZqwM9v44PkVRScA1GTb&xkcb=SoCz67M39wupBlSgBZ0BbzkdCdPP&fccid=0cc2fdc1d3a50271&vjs=3
Desenvolvedor SR (Remoto),Seja Braza,Home Office,https://br.indeed.com/rc/clk?jk=a2515f6bae79d853&bb=kAjyWnXTKFLdNNsHXuGk6dOQF7CglrPZzKi3_Myjf_EkH4T562wBmxCY_brushDJsgLg0Q3A3jNueX_4jhEQ0xXLBZim5aLmM_ZtdjUDxzPDcfgR0Y1gfbjKmUcEH4PU&xkcb=SoAH67M39wupBlSgBZ0AbzkdCdPP&fccid=124d3b109449a02a&vjs=3
Business analytics senior - 100% remoto,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=d36f3c94636238f2&bb=kAjyWnXTKFLdNNsHXuGk6bdp9JxwLHWI_tcntouIYdBmXO_ksoPgyhN8o7-oPBroe2h1sOVic8i23k8j38xqo1VOE0wU2NIEQewHZTiD8NBBdDpnHGdJWE1ikICWWLZ0I3eVUAIl_kY%3D&xkcb=SoCJ67M39wupBlSgBZ0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Engenheiro de Machine Learning,Central IT,Home Office,https://br.indeed.com/rc/clk?jk=64c6015d6e5edac4&bb=kAjyWnXTKFLdNNsHXuGk6YQDnXUs6qKtfllkDiK1UdMdsteBOAxteQuZmnzKa5SIOcUMhTF64KLFZob9LNu5mm1eO2pl5nmo1QWyKWEfrkRDIq0e-wUOpyccfVSUbCKx&xkcb=SoA967M39wupBlSgBZ0GbzkdCdPP&fccid=c85473c3e742eb02&vjs=3
Arquiteto Python Backend / P&D - Remoto,BairesDev,,https://br.indeed.com/rc/clk?jk=d0d0bc2d21287e6e&bb=kAjyWnXTKFLdNNsHXuGk6fqzAfwTRTGgb2_UPL5JWUszilkZukNLFAboD8MaNXetZLIZFsbQyYncKtv5TcqxKAkPpkPRTCM4LeUqgW8mmf3lm-qzAjckJYYI_fb-uQx7&xkcb=SoCg67M39wupBlSgBZ0FbzkdCdPP&fccid=29707109e86166e5&vjs=3
Infrastructure engineer,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=899142f6620b25aa&bb=ajSZ0rGXJxgD88fr5k6zn5JtqbDpQOV7iEHIO1L3_upRGHls55uXFDQmJHoXoWiuEYwdOQ2e0F-sZ1JLod5URcpnD2Z5akBtRiJ11HZfxbO2tBnFsj5FUCH_esMqrgSq&xkcb=SoBF67M39wuovXxkRB0LbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Engenheiro de Dados,Join | Creative Tech,Home Office,https://br.indeed.com/rc/clk?jk=599026b91ae00c53&bb=ajSZ0rGXJxgD88fr5k6znw2YHP4SHsomwcFbkZ4faDO58Yt3vFPkyn5oz7jOHfvirJAiQjesC36IiopM7SHbgys6VNgNxHmNiqwS65PWeZKByt0basOoWmU6yTYOIJ5Z&xkcb=SoDx67M39wuovXxkRB0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Software Engineering Manager,Avalara,Home Office,https://br.indeed.com/rc/clk?jk=1e7c8898a19e80d6&bb=ajSZ0rGXJxgD88fr5k6znwrNXkHW5eLaj1cmS02l5GrEjFSJaEvsgM9H9_8OkgSnhVrJZn1VCcYU_CFy7kAgeDxkclQ_ak2k-7Szaj9bVgynW7V5yeSfUn3zT_tcuc8i&xkcb=SoBs67M39wuovXxkRB0JbzkdCdPP&fccid=ec30d82962c8b13b&vjs=3
Analista de Dados,#SejaShopper,Home Office,https://br.indeed.com/rc/clk?jk=973a8f1261c1e49c&bb=ajSZ0rGXJxgD88fr5k6zn6_Rj9Blqrh1Chd_sPZE7z8kysonW2VjQ7xjYTxVkFyc6sd9v9f27d-YuJsGT6i_2SXKzq9WCA5UUieNgaftGdZsFGsEulq_6D2Sr7717rx1&xkcb=SoDY67M39wuovXxkRB0IbzkdCdPP&fccid=8a6a593e20ed525c&vjs=3
Analista de BI Júnior,"Cescon, Barrieu, Flesch e Barreto Advogados",,https://br.indeed.com/rc/clk?jk=f96f9f3df675bfd9&bb=ajSZ0rGXJxgD88fr5k6zn3P4E-z3jvsp3whby2VyQ3B1fCbpIlRufhvDbc4Ao4pzNMwgP8wlYJFkZCYFi1xXr9S0mkBbPjn5PTxqMGNSqcvh_J_ERChMrplU60_Is9oY&xkcb=SoBW67M39wuovXxkRB0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Finanças | Especialista em Estratégia e Dados,Cielo,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=92b18e452aa62fa1&bb=ajSZ0rGXJxgD88fr5k6zn-pHc8wL25dKsfyY1GT0QH8bj4NaXbhz9zzB8lVIwqz7L2i57VEkbqufF9uktOWRW4Orvr9Ho6qIXRuacLITFHHTfR21zHin9kIf_kfNWs4Q&xkcb=SoDi67M39wuovXxkRB0ObzkdCdPP&fccid=914d1e1f722393dc&vjs=3
"Solutions Architect Intern , Amazon University Talent Acquisition",Amazon Servicos de Varejo do Brasil Ltda.,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e422952f4162f41b&bb=ajSZ0rGXJxgD88fr5k6zn8CEzXOcIXl3j-Q25mYEKQkTeQ2roWd48HZe6fpn8Sc_fDSM7Z9bDkd8i3Ws4kqMaZu1qWPXA9lhDd-zq1F4og9elVrZ2JpevQ%3D%3D&xkcb=SoB_67M39wuovXxkRB0NbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
Programador Backend (Web scraper),MASTER INTELLIGENCE TAX,,https://br.indeed.com/rc/clk?jk=666cd7701873e536&bb=ajSZ0rGXJxgD88fr5k6zn6gv4U9zq8AT3rxm-ho_LDpE5u1lqMYsuLoWsilnhtu-mnOnx4ghwb6f9WrVUJt7qTacdtUzG1Dx01NkBh0xOCzPaJjKBLmbJ93KDKm50bc7&xkcb=SoDL67M39wuovXxkRB0MbzkdCdPP&fccid=b894b40b21c3f93f&vjs=3
Pessoa Desenvolvedora Fullstack | Sênior,Bling,Home Office,https://br.indeed.com/rc/clk?jk=1cf2f08318c3be94&bb=ajSZ0rGXJxgD88fr5k6zn9CIeYDQ46TjEA3fvN2VQDBzXlobUtow2XPpsVGT3xpLzJuSc1jdshvv75CUS8woP5AZsxIzPbRYW891tcmQOs6h1nMhBL6PLvNiDYvXHceF&xkcb=SoAi67M39wuovXxkRB0DbzkdCdPP&fccid=67459749ea0c8a48&vjs=3
Analista de Desenvolvimento de Logística Pleno,Cielo,Anunciada há 16 dias,https://br.indeed.com/rc/clk?jk=dd083ac75a3efbbf&bb=ajSZ0rGXJxgD88fr5k6zn8-rCTdYZk_PJEAeJJgTghkoLOudDf4ZswFyfLNY27vWJhCKOAUPFUA7y1lEiRuGgcKYJbnFWh0lsl0BaydwmIusGt42m7Fl46nc_PFBhzX-&xkcb=SoCW67M39wuovXxkRB0CbzkdCdPP&fccid=914d1e1f722393dc&vjs=3
Business Analytics Specialist,Neon Pagamentos,Home Office,https://br.indeed.com/rc/clk?jk=7edb9e1474eec9af&bb=ajSZ0rGXJxgD88fr5k6znwwZ8mLHwNJjYuRxf1T3VPSR3jyw374FhP0CERFHnvLoPUbJt8UbI1R2Zur3Etvn2x-rsL4khbs_KP7-ML6BF0J3czCdWdhiwrgtxDWa_K-6&xkcb=SoAL67M39wuovXxkRB0BbzkdCdPP&fccid=f362771e1d0a24ae&vjs=3
Especialista SRE,C&A Brasil,Home Office,https://br.indeed.com/rc/clk?jk=edb7c6104d831bde&bb=ajSZ0rGXJxgD88fr5k6zn9b17K6W6MphuCNKAdYWJgNH6LchxGDMnriuK3yLaOm97lhhTxamSNsFMsqzUcc-Gj3RhHaqlYcwk-UjukbCoXX8m4nN8AtcnTd44i-Y75wh&xkcb=SoC_67M39wuovXxkRB0AbzkdCdPP&fccid=a4cd2f6890a2a328&vjs=3
Desenvolvedor Back-End Sênior,Instivo Retail Tech,Home Office,https://br.indeed.com/rc/clk?jk=d2ea382aa196de7e&bb=ajSZ0rGXJxgD88fr5k6znwwZ8mLHwNJjq36aHGQr7cfwCyTRNnt2KcIm8jyejp6_bs4Co4uN6aTuWa4FIOPNncSvC07734l9UXFWPYqE5zF657DJZLsLhckNuB9gToLJ&xkcb=SoAx67M39wuovXxkRB0HbzkdCdPP&fccid=a646934a6a0abbe5&vjs=3
Software Engineer II - Remote (Brazil),Ansys,,https://br.indeed.com/rc/clk?jk=44814918efc86323&bb=ajSZ0rGXJxgD88fr5k6znwHKEsqRC5wGDThZhI0Zgb6iQSdzvE5I6DOqL8n7ICtcTgzpgsKWywfHS7cnrH7qnlYD3mdv3NPOGAtOe2MYccRDTnyhGqnILg%3D%3D&xkcb=SoCF67M39wuovXxkRB0GbzkdCdPP&fccid=95f8f553c04ed01c&vjs=3
CAS | Analista de Dados PL - Foco em Soluções de Crédito e Negócios - Preferencialmente para mulheres negras,Sicredi,Home Office,https://br.indeed.com/rc/clk?jk=93621eb920c6de49&bb=ajSZ0rGXJxgD88fr5k6zn1OHcCdUHCrnowDIdk-kkLBTcEU5iev2Sjoj7geHnqGmABHR4bfWCR6UzgyIu9Nx4ENCpAp9N09LA8vI2ZqbJ13A3mlYQ23rwUG4OyIgQRhO&xkcb=SoAY67M39wuovXxkRB0FbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Auditor de TI Junior,SICOOB,,https://br.indeed.com/rc/clk?jk=a2b1b02d067b7775&bb=hUSxlN6o-WwNeG8nkl0pbUyCsMb0yO2-ABi-M_FTiyMLyDlYiJPrAK2MxcPCbe2YZfRGRHUZ6rCPcOCjSYtBcfERbgzWH-vwztT7cXLN99PtyEC52bbF00cPRx04Uitv&xkcb=SoDj67M39wuoLgACDD0LbzkdCdPP&fccid=b43e51229e61c0a6&vjs=3
Pessoa Engenheira de Dados Especialista,RD Station,Home Office,https://br.indeed.com/rc/clk?jk=51ad37d2c0e595db&bb=hUSxlN6o-WwNeG8nkl0pbTj6qEml1jpsTrueoKJ2HBMdYN-SG_XbwsTUgmE_wm9laFNmUlWPDWV5zUXlbm_QD_tX6rwO-nGp9AkUYntHr1HnBFTDXABbK9a6YdV83nUJ&xkcb=SoBX67M39wuoLgACDD0KbzkdCdPP&fccid=943c4ec34e54e91b&vjs=3
(ESTÁGIO) DESENVOLVEDOR WEB / JAVASCRIPT - CÓD - 70387,OEmprego,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f8d584fe7a3b228e&bb=hUSxlN6o-WwNeG8nkl0pbYXr9cdxiUaO0la-ZcrSIWhKzL4ccacDpDE9vlGeO-EgZeaOvtX67HBNeXC1pBA0a8Rlmdv37h_Wtni2XFxIJ17w_syauyGE-Orpk6eP5F14&xkcb=SoDK67M39wuoLgACDD0JbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Especialista custos e orçamento,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=b464d259a143b939&bb=hUSxlN6o-WwNeG8nkl0pbS1YudKAlet8JBSRvte2e-T7nQCaaHUMSRbIcBNbOH9mZYpaxAPEpN-b5oEOIEk2V-B3Kp61qSCUvwgR7BO6HZLnIseluMJY3L8imB2bD_Lj&xkcb=SoB-67M39wuoLgACDD0IbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor SR (Remoto),Seja Braza,Home Office,https://br.indeed.com/rc/clk?jk=a2515f6bae79d853&bb=hUSxlN6o-WwNeG8nkl0pbZrX5aTFUQP0si_IYa_fT42VV81PPhNwaFssjxIboE9xpz_LQ_G28uXMDJ2sQ2yMVVmrPnS8s0Sx_3sVB20owDZgUpqwONnAXP8p0peMw1fE&xkcb=SoDw67M39wuoLgACDD0PbzkdCdPP&fccid=124d3b109449a02a&vjs=3
Business analytics senior - 100% remoto,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=d36f3c94636238f2&bb=hUSxlN6o-WwNeG8nkl0pbRErfCq6YfMs-qOWtEvGeYva0I7XGKN8oXC9SP3exx9ZhpmyKs-JLJlaMNMAeDUD0SEJo5qjnaSC-Q5uDCBRqy0oTd7LIYKnN4qAs4hEIRtteap4Ljii7w4%3D&xkcb=SoBE67M39wuoLgACDD0ObzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Engenheiro de Machine Learning,Central IT,Home Office,https://br.indeed.com/rc/clk?jk=64c6015d6e5edac4&bb=hUSxlN6o-WwNeG8nkl0pbfxK8dghZAmop5_Nk40ghTo2xrPO-fKTtG6hrLQ2mwVh-y02OJaz3qlsta_f-K1q0hLl1Rul8kDHdMgnkgub07M282NEMB4lLllekl4WuKhD&xkcb=SoDZ67M39wuoLgACDD0NbzkdCdPP&fccid=c85473c3e742eb02&vjs=3
Analista SIG Sênior,Tetra Tech América do Sul,,https://br.indeed.com/rc/clk?jk=00a14bde0ba49286&bb=hUSxlN6o-WwNeG8nkl0pbZWSK6aAeubpSaUIkguCnM10BHvzVQp0CLaCkBAcR4KrvaAAfevHohdhagMqmhSSEHChjVj-oIrPj74XA7H9DtivG4JwPFUb8nT3NMOFasxq&xkcb=SoBt67M39wuoLgACDD0MbzkdCdPP&fccid=7ecec847686a473f&vjs=3
Desenvolvedor Python Sênior – Home Office - RS - Vaga,Divulga Vagas - Consultoria,,https://br.indeed.com/rc/clk?jk=fceca09f5511e9ac&bb=hUSxlN6o-WwNeG8nkl0pbQSwishHECjPrwi5_VtTqooemy_YthcXUfSYZr356StXVVvU73_jfn2R9Y1hPf3zCkipY9sP_agpic2-fu68bebnyUZ2G7Ieac8BNHPsusff&xkcb=SoCE67M39wuoLgACDD0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor C# (Revit API),Thórus Engenharia,,https://br.indeed.com/rc/clk?jk=c83f5cd70f4365b5&bb=hUSxlN6o-WwNeG8nkl0pbT191Ng5Ifs8W7HGOiuEXhDr3SLcW5pFyMxYdxUgpz3jARmHI0gX4qGb0_R2aJSXG6EtuIB-g_sgn96qcHOJltepqDNxJj5KWV7PTunrmikd&xkcb=SoAw67M39wuoLgACDD0CbzkdCdPP&fccid=76fdf49e19e6eb96&vjs=3
Corporate Applications Engineer,"Silvaco Group, Inc.",Home Office,https://br.indeed.com/rc/clk?jk=1ab1ad306fd7bf0c&bb=hUSxlN6o-WwNeG8nkl0pbV0vMw2TiaXKqUW2adTy7Gzd0Saz9-8_K9cMzbHdZhgwVaQOQJ5YIRfTYyhw4Q7IZdIymd3yAgJ7X0QBvNUVflkNhqoUM_QBq0e7HXaPNzXJ&xkcb=SoCt67M39wuoLgACDD0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Auxiliar de T.I,SKZ SERVICOS LTDA,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4881e95b0a93ecba&bb=hUSxlN6o-WwNeG8nkl0pbT191Ng5Ifs86FAFeby_IKXFJXJRRq5p5zfj9uuNZ-ZFjoM1YDI13iB9PKxGunaHPBK1zDuhgKx4Kl378ZzPwv3ypO6w-k977b1kDH-qL-jr&xkcb=SoAZ67M39wuoLgACDD0AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
"Corporate Sales Engineer - Latin America (Remote, BRA)",CrowdStrike,Home Office,https://br.indeed.com/rc/clk?jk=793e6d3409131494&bb=hUSxlN6o-WwNeG8nkl0pbcRoak79UAuPxUrTt-ytpa3W-Frlb-AGTqrEXGChbaYl05ttGKYDhhlzD5km2Qhx3JqTxRI8QZHJ9N-uXs0K9KGls93QW-oKHHkEpUT5qswC&xkcb=SoCX67M39wuoLgACDD0HbzkdCdPP&fccid=64e4cdd7435d8c42&vjs=3
Pessoa desenvolvedora backend,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=5b7fd27feb189cf3&bb=hUSxlN6o-WwNeG8nkl0pbRa7L0KJ0ZbL_r8SMH2xBPdeMWw3J3UlpTL8SL2O31pCTVrt_KDVJokecf1diP7AOWQUmw6iRHcB14khS90HdnruMhJUKOfGSPdqHteyGKvo&xkcb=SoAj67M39wuoLgACDD0GbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Técnico(a) de Monitoramento,Solutis Tecnologias LTDA,,https://br.indeed.com/rc/clk?jk=235d44a72513210a&bb=hUSxlN6o-WwNeG8nkl0pbfIps2xdqQCVQbjdIj_qLL8mxGER51e-VFre5TuappGl9ZMy55VUywXeitB9IaEbN3iIHbiVtWUylTIEJccgJ1vq_kD9V2vqOwIkdW4FiTyo&xkcb=SoC-67M39wuoLgACDD0FbzkdCdPP&fccid=840fc28bfcd8a363&vjs=3
Sre engineer - incident response,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=3fc8b3f851ffb7ad&bb=Nl2F9O60FECluB54QHrZ5V-TKTXKrvM3xSNZ5pcKQ0UqT5Z9yxqy6CIlF_gQqvW2TZjOAKEnL_92wzylYANd5HLluH4Llg6bwUZGeoNMmli_hkxjP9_97xA-wkp2E1s3&xkcb=SoDs67M39wunvOwya50LbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor back-end python - sênior,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=044aee446e95786e&bb=Nl2F9O60FECluB54QHrZ5bVMdeYkl2tulb2u5sAIlyoxqug7ZeYuqXh6TBDK35iECCv94OKibsZulPESGbQ9UmzcZ8YjTCiRSz7-URVFxTawAZWU4MT-Ghm7r4TbHEr5hhkjtKg7edU%3D&xkcb=SoBY67M39wunvOwya50KbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
DevOps/SRE,Objective (Brazil),Home Office,https://br.indeed.com/rc/clk?jk=90f9026336a84a93&bb=Nl2F9O60FECluB54QHrZ5ZU46D-QjTCd0FnVmwSYns2prB5qsNdLHpuDCdZWx6KDTAagfLbKt2ijMZvfom1_N-UV2PaWwQQvTVrh-24J-sA1E-mj_OZ0EQDwxNJa2zEQ&xkcb=SoDF67M39wunvOwya50JbzkdCdPP&fccid=cf30ca4c0e3b06c5&vjs=3
Cloud Engineer,Objective (Brazil),Home Office,https://br.indeed.com/rc/clk?jk=c0fe08e95cc54b9e&bb=Nl2F9O60FECluB54QHrZ5ZoN-PbWYDYkWpbtxTDx7gTdMlDrr05V7UPNWcfjh9DuassfINWGC2V9PlgfHN1Ej58t0a364OEzMRBu0M2YgHSsJUzoiw817-jv68wc0Dct&xkcb=SoBx67M39wunvOwya50IbzkdCdPP&fccid=cf30ca4c0e3b06c5&vjs=3
Especialista de People Analytics,KPMG Brasil,,https://br.indeed.com/rc/clk?jk=8ac38ea99933543b&bb=Nl2F9O60FECluB54QHrZ5YgDiZhFtoYnxqBFkVHk3ELQm60ZtNnari8om42ORB7PoDL30bIfkgWuhH9DGqIia5QY5RNrnCGBiZBbkr2i9E6sMoqp89uWug%3D%3D&xkcb=SoD_67M39wunvOwya50PbzkdCdPP&fccid=2dd390c3a48a7ed0&vjs=3
Work From Home SemiSenior Data Analytics / R+D,BairesDev,,https://br.indeed.com/rc/clk?jk=006328b75f9cac66&bb=Nl2F9O60FECluB54QHrZ5VlRT4B_XccssAOWv1W4sDlWabjOINFZv-tFm8YJV7yYarZq_v77eJNZhEpMp7WENdvOGixtucmVatPQKFGH-cQ8qXkxl8VceSDzPaerKbs6&xkcb=SoBL67M39wunvOwya50ObzkdCdPP&fccid=29707109e86166e5&vjs=3
